onset	duration	value	sample
0.171	0.0	4	171
0.287	0.0	92	287
16.842	0.0	7	16842
16.959	0.0	92	16959
18.228	0.0	5	18228
18.344	0.0	92	18344
19.613	0.0	6	19613
19.73	0.0	92	19730
20.998	0.0	91	20998
21.58	0.0	93	21580
22.867	0.0	2	22867
22.984	0.0	92	22984
24.252	0.0	2	24252
24.369	0.0	92	24369
25.638	0.0	9	25638
25.754	0.0	92	25754
27.023	0.0	4	27023
27.14	0.0	92	27140
28.408	0.0	5	28408
28.526	0.0	92	28526
29.793	0.0	91	29793
30.021	0.0	94	30021
31.313	0.0	3	31313
31.429	0.0	92	31429
32.698	0.0	1	32698
32.814	0.0	92	32814
34.084	0.0	2	34084
34.199	0.0	92	34199
35.469	0.0	91	35469
35.876	0.0	93	35876
37.154	0.0	4	37154
37.27	0.0	92	37270
38.538	0.0	3	38538
38.655	0.0	92	38655
39.925	0.0	2	39925
40.04	0.0	92	40040
41.31	0.0	4	41310
41.426	0.0	92	41426
42.695	0.0	91	42695
43.328	0.0	94	43328
44.614	0.0	1	44614
44.73	0.0	92	44730
46.0	0.0	10	46000
46.115	0.0	92	46115
47.385	0.0	5	47385
47.501	0.0	92	47501
48.77	0.0	6	48770
48.886	0.0	92	48886
50.155	0.0	91	50155
50.473	0.0	93	50473
51.757	0.0	10	51757
51.873	0.0	92	51873
53.143	0.0	3	53143
53.258	0.0	92	53258
54.528	0.0	4	54528
54.643	0.0	92	54643
55.913	0.0	4	55913
56.029	0.0	92	56029
57.298	0.0	7	57298
57.414	0.0	92	57414
58.684	0.0	91	58684
59.097	0.0	94	59097
60.386	0.0	8	60386
60.502	0.0	92	60502
61.771	0.0	5	61771
61.887	0.0	92	61887
63.156	0.0	6	63156
63.272	0.0	92	63272
64.541	0.0	7	64541
64.657	0.0	92	64657
65.927	0.0	8	65927
66.042	0.0	92	66042
67.312	0.0	91	67312
67.624	0.0	93	67624
68.931	0.0	7	68931
69.046	0.0	92	69046
70.316	0.0	2	70316
70.431	0.0	92	70431
71.701	0.0	3	71701
71.817	0.0	92	71817
73.086	0.0	3	73086
73.202	0.0	92	73202
74.471	0.0	91	74471
75.117	0.0	93	75117
76.407	0.0	3	76407
76.524	0.0	92	76524
77.793	0.0	10	77793
77.908	0.0	92	77908
79.178	0.0	9	79178
79.293	0.0	92	79293
80.563	0.0	7	80563
80.679	0.0	92	80679
81.948	0.0	8	81948
82.064	0.0	92	82064
83.333	0.0	91	83333
84.204	0.0	93	84204
85.486	0.0	2	85486
85.602	0.0	92	85602
86.872	0.0	5	86872
86.987	0.0	92	86987
88.257	0.0	5	88257
88.372	0.0	92	88372
89.642	0.0	91	89642
90.026	0.0	93	90026
91.311	0.0	3	91311
91.426	0.0	92	91426
92.696	0.0	8	92696
92.812	0.0	92	92812
94.081	0.0	7	94081
94.197	0.0	92	94197
95.466	0.0	91	95466
95.865	0.0	93	95865
97.152	0.0	9	97152
97.268	0.0	92	97268
98.537	0.0	9	98537
98.653	0.0	92	98653
99.922	0.0	5	99922
100.038	0.0	92	100038
101.308	0.0	7	101308
101.423	0.0	92	101423
102.693	0.0	6	102693
102.809	0.0	92	102809
104.078	0.0	91	104078
104.563	0.0	94	104563
105.847	0.0	8	105847
105.963	0.0	92	105963
107.232	0.0	6	107232
107.348	0.0	92	107348
108.618	0.0	10	108618
108.733	0.0	92	108733
110.003	0.0	6	110003
110.118	0.0	92	110118
111.388	0.0	8	111388
111.505	0.0	92	111505
112.773	0.0	91	112773
113.871	0.0	94	113871
115.16	0.0	5	115160
115.275	0.0	92	115275
116.545	0.0	9	116545
116.661	0.0	92	116661
117.929	0.0	4	117929
118.046	0.0	92	118046
119.315	0.0	7	119315
119.431	0.0	92	119431
120.699	0.0	91	120699
121.483	0.0	88	121483
121.484	0.0	94	121484
122.77	0.0	1	122770
122.886	0.0	92	122886
124.155	0.0	2	124155
124.271	0.0	92	124271
125.54	0.0	8	125540
125.656	0.0	92	125656
126.926	0.0	91	126926
127.349	0.0	94	127349
128.628	0.0	10	128628
128.744	0.0	92	128744
130.013	0.0	6	130013
130.129	0.0	92	130129
131.398	0.0	10	131398
131.515	0.0	92	131515
132.784	0.0	3	132784
132.899	0.0	92	132899
134.169	0.0	5	134169
134.284	0.0	92	134284
135.554	0.0	91	135554
135.827	0.0	94	135827
137.106	0.0	10	137106
137.222	0.0	92	137222
138.491	0.0	10	138491
138.608	0.0	92	138608
139.876	0.0	10	139876
139.992	0.0	92	139992
141.262	0.0	3	141262
141.377	0.0	92	141377
142.647	0.0	2	142647
142.762	0.0	92	142762
144.032	0.0	91	144032
144.336	0.0	94	144336
145.618	0.0	9	145618
145.733	0.0	92	145733
147.003	0.0	4	147003
147.118	0.0	92	147118
148.388	0.0	3	148388
