onset	duration	value	sample
32.913	0.0	10	32913
33.024	0.0	92	33024
34.124	0.0	3	34124
34.241	0.0	92	34241
35.326	0.0	4	35326
35.441	0.0	92	35441
36.558	0.0	91	36558
37.258	0.0	93	37258
38.36	0.0	10	38360
38.476	0.0	92	38476
39.577	0.0	3	39577
39.694	0.0	92	39694
40.794	0.0	1	40794
40.911	0.0	92	40911
42.011	0.0	8	42011
42.128	0.0	92	42128
43.229	0.0	7	43229
43.345	0.0	92	43345
44.446	0.0	91	44446
45.124	0.0	93	45124
46.213	0.0	1	46213
46.33	0.0	92	46330
47.431	0.0	2	47431
47.548	0.0	92	47548
48.632	0.0	7	48632
48.748	0.0	92	48748
49.849	0.0	8	49849
49.965	0.0	92	49965
51.066	0.0	91	51066
51.325	0.0	93	51325
52.417	0.0	9	52417
52.533	0.0	92	52533
53.617	0.0	5	53617
53.734	0.0	92	53734
54.835	0.0	5	54835
54.951	0.0	92	54951
56.036	0.0	91	56036
56.675	0.0	93	56675
57.753	0.0	4	57753
57.87	0.0	92	57870
58.954	0.0	2	58954
59.07	0.0	92	59070
60.171	0.0	7	60171
60.288	0.0	92	60288
61.373	0.0	7	61373
61.488	0.0	92	61488
62.589	0.0	91	62589
63.328	0.0	93	63328
64.423	0.0	2	64423
64.54	0.0	92	64540
65.624	0.0	10	65624
65.741	0.0	92	65741
66.841	0.0	3	66841
66.958	0.0	92	66958
68.058	0.0	3	68058
68.175	0.0	92	68175
69.276	0.0	8	69276
69.393	0.0	92	69393
70.493	0.0	91	70493
70.979	0.0	94	70979
72.044	0.0	9	72044
72.16	0.0	92	72160
73.245	0.0	4	73245
73.362	0.0	92	73362
74.462	0.0	9	74462
74.579	0.0	92	74579
75.679	0.0	5	75679
75.796	0.0	92	75796
76.897	0.0	8	76897
77.013	0.0	92	77013
78.114	0.0	91	78114
79.003	0.0	94	79003
80.115	0.0	6	80115
80.232	0.0	92	80232
81.316	0.0	2	81316
81.432	0.0	92	81432
82.516	0.0	3	82516
82.633	0.0	92	82633
83.717	0.0	6	83717
83.834	0.0	92	83834
84.935	0.0	91	84935
85.776	0.0	94	85776
86.868	0.0	9	86868
86.985	0.0	92	86985
88.069	0.0	6	88069
88.186	0.0	92	88186
89.27	0.0	9	89270
89.386	0.0	92	89386
90.487	0.0	7	90487
90.604	0.0	92	90604
91.688	0.0	3	91688
