onset	duration	value	sample
0.392	0.0	6	392
0.508	0.0	92	508
1.626	0.0	10	1626
1.742	0.0	92	1742
2.877	0.0	5	2877
2.993	0.0	92	2993
4.111	0.0	5	4111
4.227	0.0	92	4227
5.345	0.0	91	5345
5.839	0.0	93	5839
6.945	0.0	4	6945
7.062	0.0	92	7062
8.196	0.0	4	8196
8.312	0.0	92	8312
9.43	0.0	9	9430
9.547	0.0	92	9547
10.665	0.0	2	10665
10.78	0.0	92	10780
11.898	0.0	6	11898
12.015	0.0	92	12015
13.149	0.0	91	13149
13.824	0.0	94	13824
14.933	0.0	1	14933
15.05	0.0	92	15050
16.184	0.0	10	16184
16.3	0.0	92	16300
17.435	0.0	9	17435
17.551	0.0	92	17551
18.685	0.0	4	18685
18.802	0.0	92	18802
19.919	0.0	3	19919
20.036	0.0	92	20036
21.17	0.0	91	21170
22.116	0.0	93	22116
23.221	0.0	6	23221
23.337	0.0	92	23337
24.472	0.0	10	24472
24.588	0.0	92	24588
25.722	0.0	7	25722
25.839	0.0	92	25839
26.956	0.0	7	26956
27.073	0.0	92	27073
28.191	0.0	91	28191
28.766	0.0	93	28766
29.824	0.0	8	29824
29.94	0.0	92	29940
31.075	0.0	6	31075
31.192	0.0	92	31192
32.292	0.0	2	32292
32.409	0.0	92	32409
33.543	0.0	1	33543
33.66	0.0	92	33660
34.794	0.0	91	34794
35.302	0.0	93	35302
36.428	0.0	8	36428
36.544	0.0	92	36544
37.662	0.0	5	37662
37.778	0.0	92	37778
38.913	0.0	9	38913
39.029	0.0	92	39029
40.164	0.0	4	40164
40.28	0.0	92	40280
41.398	0.0	5	41398
41.514	0.0	92	41514
42.632	0.0	91	42632
43.51	0.0	93	43510
44.615	0.0	10	44615
44.732	0.0	92	44732
45.85	0.0	3	45850
45.966	0.0	92	45966
47.101	0.0	3	47101
47.217	0.0	92	47217
48.335	0.0	91	48335
49.101	0.0	93	49101
50.185	0.0	10	50185
50.301	0.0	92	50301
51.386	0.0	1	51386
51.503	0.0	92	51503
52.637	0.0	8	52637
52.753	0.0	92	52753
53.871	0.0	3	53871
53.987	0.0	92	53987
55.105	0.0	7	55105
55.221	0.0	92	55221
56.356	0.0	91	56356
57.244	0.0	94	57244
58.323	0.0	10	58323
58.44	0.0	92	58440
59.557	0.0	6	59557
59.674	0.0	92	59674
60.791	0.0	4	60791
60.908	0.0	92	60908
62.025	0.0	3	62025
62.142	0.0	92	62142
63.259	0.0	91	63259
63.935	0.0	93	63935
65.077	0.0	9	65077
65.193	0.0	92	65193
66.328	0.0	6	66328
66.444	0.0	92	66444
67.578	0.0	5	67578
67.695	0.0	92	67695
68.812	0.0	91	68812
69.828	0.0	93	69828
70.93	0.0	1	70930
71.046	0.0	92	71046
72.181	0.0	5	72181
72.297	0.0	92	72297
73.415	0.0	9	73415
73.531	0.0	92	73531
74.665	0.0	1	74665
74.782	0.0	92	74782
75.916	0.0	8	75916
76.033	0.0	92	76033
77.15	0.0	91	77150
77.973	0.0	94	77973
79.085	0.0	9	79085
79.201	0.0	92	79201
80.319	0.0	8	80319
80.435	0.0	92	80435
81.569	0.0	8	81569
81.686	0.0	92	81686
82.82	0.0	91	82820
83.64	0.0	93	83640
84.754	0.0	8	84754
84.871	0.0	92	84871
85.988	0.0	4	85988
86.105	0.0	92	86105
87.239	0.0	1	87239
87.355	0.0	92	87355
88.473	0.0	91	88473
90.077	0.0	93	90077
91.208	0.0	10	91208
91.324	0.0	92	91324
92.442	0.0	5	92442
92.558	0.0	92	92558
93.692	0.0	7	93692
93.809	0.0	92	93809
94.943	0.0	1	94943
95.059	0.0	92	95059
96.178	0.0	91	96178
97.213	0.0	94	97213
98.294	0.0	9	98294
98.411	0.0	92	98411
99.546	0.0	2	99546
99.662	0.0	92	99662
100.78	0.0	6	100780
100.896	0.0	92	100896
102.03	0.0	91	102030
102.895	0.0	94	102895
103.998	0.0	2	103998
104.114	0.0	92	104114
105.232	0.0	3	105232
105.348	0.0	92	105348
106.483	0.0	2	106483
106.599	0.0	92	106599
107.717	0.0	91	107717
108.48	0.0	94	108480
109.584	0.0	10	109584
109.701	0.0	92	109701
110.835	0.0	8	110835
110.951	0.0	92	110951
112.086	0.0	1	112086
112.202	0.0	92	112202
113.336	0.0	1	113336
113.453	0.0	92	113453
114.587	0.0	91	114587
115.492	0.0	94	115492
116.605	0.0	9	116605
116.721	0.0	92	116721
117.838	0.0	6	117838
117.955	0.0	92	117955
119.09	0.0	5	119090
119.206	0.0	92	119206
120.323	0.0	2	120323
120.44	0.0	92	120440
121.557	0.0	91	121557
122.515	0.0	94	122515
123.642	0.0	1	123642
123.758	0.0	92	123758
124.876	0.0	6	124876
124.992	0.0	92	124992
126.11	0.0	2	126110
126.226	0.0	92	126226
127.361	0.0	3	127361
127.477	0.0	92	127477
128.595	0.0	91	128595
129.436	0.0	94	129436
130.579	0.0	5	130579
130.695	0.0	92	130695
131.813	0.0	9	131813
131.929	0.0	92	131929
133.047	0.0	3	133047
133.163	0.0	92	133163
134.298	0.0	3	134298
134.414	0.0	92	134414
135.548	0.0	91	135548
136.667	0.0	93	136667
137.766	0.0	8	137766
137.883	0.0	92	137883
139.017	0.0	7	139017
139.133	0.0	92	139133
140.268	0.0	7	140268
140.384	0.0	92	140384
141.518	0.0	91	141518
142.302	0.0	93	142302
143.385	0.0	10	143385
143.502	0.0	92	143502
144.637	0.0	7	144637
144.753	0.0	92	144753
145.887	0.0	7	145887
146.004	0.0	92	146004
147.138	0.0	91	147138
147.593	0.0	93	147593
148.705	0.0	4	148705
148.822	0.0	92	148822
149.94	0.0	2	149940
150.056	0.0	92	150056
151.19	0.0	4	151190
151.307	0.0	92	151307
152.424	0.0	91	152424
152.904	0.0	94	152904
174.636	0.0	2	174636
174.753	0.0	92	174753
175.887	0.0	8	175887
176.003	0.0	92	176003
177.121	0.0	8	177121
177.237	0.0	92	177237
178.372	0.0	91	178372
179.582	0.0	93	179582
180.672	0.0	5	180672
180.789	0.0	92	180789
181.924	0.0	7	181924
182.04	0.0	92	182040
183.174	0.0	4	183174
183.291	0.0	92	183291
184.408	0.0	91	184408
185.122	0.0	94	185122
186.175	0.0	7	186175
186.292	0.0	92	186292
187.41	0.0	9	187410
187.526	0.0	92	187526
188.661	0.0	10	188661
188.777	0.0	92	188777
189.895	0.0	2	189895
190.011	0.0	92	190011
191.129	0.0	8	191129
191.245	0.0	92	191245
192.362	0.0	91	192362
193.034	0.0	94	193034
194.163	0.0	7	194163
194.28	0.0	92	194280
195.414	0.0	5	195414
195.53	0.0	88	195530
195.531	0.0	92	195531
196.665	0.0	9	196665
196.781	0.0	92	196781
197.916	0.0	4	197916
198.032	0.0	92	198032
199.149	0.0	2	199149
199.266	0.0	92	199266
200.384	0.0	91	200384
201.049	0.0	94	201049
202.1	0.0	3	202100
202.217	0.0	92	202217
203.268	0.0	1	203268
203.384	0.0	92	203384
204.452	0.0	1	204452
204.569	0.0	92	204569
205.686	0.0	91	205686
206.474	0.0	94	206474
207.587	0.0	10	207587
207.704	0.0	92	207704
208.822	0.0	3	208822
208.938	0.0	92	208938
210.056	0.0	3	210056
210.172	0.0	92	210172
211.306	0.0	91	211306
212.091	0.0	93	212091
213.207	0.0	6	213207
213.323	0.0	92	213323
214.442	0.0	1	214442
214.557	0.0	92	214557
215.692	0.0	2	215692
215.808	0.0	92	215808
216.909	0.0	91	216909
